x,y,z,srp_score
0.9400000000000001,0.02,0.0,-0.0015585465477933888
0.9600000000000001,0.02,0.0,-0.0005254630190466225
0.98,0.02,0.0,0.0019757869240817376
1.0,0.02,0.0,0.0008044011670154142
1.02,0.02,0.0,0.001306007027235576
1.04,0.02,0.0,-0.00023395098474349326
1.06,0.02,0.0,-0.0018796875318615228
1.08,0.02,0.0,-0.003674524257349298
1.1,0.02,0.0,-0.003519064322931213
1.12,0.02,0.0,-0.0023495335485982077
1.1400000000000001,0.02,0.0,-0.0021714752354308185
1.1600000000000001,0.02,0.0,0.00024907489915404767
1.18,0.02,0.0,0.0024969450450430626
0.02,0.04,0.0,-0.0023943401882811173
0.04,0.04,0.0,0.0024156016971049704
0.06,0.04,0.0,-0.0008838145669866509
0.08,0.04,0.0,0.0002666617906677847
0.1,0.04,0.0,0.00010868863429202929
0.12000000000000001,0.04,0.0,-0.007064015229618503
0.13999999999999999,0.04,0.0,0.03834629464225086
0.16,0.04,0.0,0.0023364819483275463
0.18,0.04,0.0,-0.004273316199412613
0.19999999999999998,0.04,0.0,-0.001842796828946342
0.22,0.04,0.0,-0.006373611306900458
0.24,0.04,0.0,0.025331535997795453
0.26,0.04,0.0,0.01435295656568866
0.28,0.04,0.0,0.003702834900359108
0.30000000000000004,0.04,0.0,0.030762410768857707
0.32,0.04,0.0,0.02594164326234906
0.34,0.04,0.0,-0.0004966991930600842
0.36000000000000004,0.04,0.0,-0.0057603195145515445
0.38,0.04,0.0,0.011085937659540947
0.4,0.04,0.0,0.02545755601566864
0.42000000000000004,0.04,0.0,0.0046019851161062195
0.44,0.04,0.0,0.03082683543830853
0.46,0.04,0.0,0.02426243124918892
0.48000000000000004,0.04,0.0,-0.0034176911184433095
0.5,0.04,0.0,0.014577417311128719
0.52,0.04,0.0,0.0029362177243603183
0.54,0.04,0.0,0.008846258441512468
0.56,0.04,0.0,0.037306290182236516
0.5800000000000001,0.04,0.0,-0.008192449624177556
0.6,0.04,0.0,-0.00463568438807041
0.62,0.04,0.0,0.029993025308150647
0.64,0.04,0.0,0.0013463121883104086
0.66,0.04,0.0,0.0026731356068939666
0.68,0.04,0.0,0.0032319283112144104
0.7000000000000001,0.04,0.0,-0.000692173426651983
0.7200000000000001,0.04,0.0,-0.005608502185665808
0.74,0.04,0.0,0.02565619440008134
0.76,0.04,0.0,0.012027870228545073
0.78,0.04,0.0,-0.007479239012002115
0.8,0.04,0.0,-0.0026861076437299726
0.8200000000000001,0.04,0.0,0.0004087690594059111
